NAME,COMPONENT_ID,ABBREVIATION,EXTERNAL_NAME,BASE_NAME,COMPONENT_TYPE,LAB_DATA_TYPE_C,COMMON_NAME,LOINC_CODE,COMPONENT_SUBTYPE_C,RECORD_STATE,GROUP_TYPE_C,DEFAULT_LOW,DEFAULT_HIGH,DFLT_UNITS,,
ANGELMAN SYNDROME (UBE3A) SEQ INTERP,8527,,Angelman Syn (UBE3A) Seq Interp,ANGLUBE3ASQI,,,ANGELMAN SYNDROME (UBE3A) SEQ INT,35291-4,,,,,,,,
ANGELMAN SYNDROME (UBE3A) SEQ SPECIMEN,8528,,Angelman Syn Specimen,ANGLUBE3ASQS,,,ANGELMAN SYNDROME (UBE3A) SEQ SPE,31208-2,,,,,,,,
ANGELMAN/PWS METHYLATION,14211,,Angelman/Pws Methylation,ANGELMANPWSM,,,ANGELMAN/PWS METHYLATION,41117-3,,,,,,,,
ANGIOTENSIN CONVERT ENZYME CSF,3062,ACECSF,"ACE, CSF",ANGTNSNCNVRC,1,,ANGIOTENSIN CONVERT ENZYME CSF,12480-0,,,,,,U/L,,
ANGIOTENSIN CONVERTING ENZYME,3453,ACE,ACE,ANGTNSNCNVRE,1,,ANGIOTENSIN CONVERTING ENZYME,2742-5,,,,,,U/L,,
ANGIOTENSIN CONVERTING ENZYME,1572,,ACE,,,,ANGIOTENSIN CONVERTING ENZYME,,,2,,,,U/L,,
ANGIOTENSIN IL,4891,ANGIOII,Angiotensin Il,ANGTNSNIL,1,,ANGIOTENSIN IL,1860-6,,,,,,ng/L,,
ANGIOTENSIN-1-CONVERTING ENZYM,584,,Angiotensin-1 Convert Enzyme,,,,ANGIOTENSIN-1-CONVERTING ENZYM,,,2,,,,,,
ANIDULAFUNGIN,12288,,Anidulafungin,NDLFNGN,3,,ANIDULAFUNGIN,57095-2,,,,,,,,
ANION GAP,63,,Anion Gap,AGAP,,,ANION GAP,33037-3,,,,,,mmol/L,,
ANION GAP,3079,,Anion Gap,,,,ANION GAP,,,2,,,,MMOL/L,,
ANION GAP,775,,Anion Gap,,,,ANION GAP,,,2,,,,MMOL/L,,
ANION GAP (AEGIS),10723,,Anion Gap (Aegis),ANIONGAPABG,,,ANION GAP (AEGIS),,,,,,,,,
ANION GAP - EXTERNAL,17346,AnionGap,Anion Gap - External,AGAP,,,ANION GAP - EXTERNAL,,,,,,,mmol/L,,
"ANION GAP, CALCULATED",7383,,"Anion Gap, Calculated",ANGPCLCLTD,,,"ANION GAP, CALCULATED",10466-1,,,,,,mmol/L,,
ANISOCYTOSIS,1404,,Anisocytosis,,,,ANISOCYTOSIS,,,2,,,,,,
ANISOCYTOSIS,3676,,Anisocytosis,ANISOCYTOSIS,,,ANISOCYTOSIS,702-1,,,,,,,,
ANNA ANTIBODY TITER IGG BY IFA,4892,,ANNA Ab Titer IgG By IFA,ANABTRIGBYIF,,,ANNA ANTIBODY TITER IGG BY IFA,44770-6,,,,,,,,
"ANNA IFA SCREEN, REFLEX",2076,,"ANNA IgG Screen, IFA Reflex",,,,"ANNA IFA SCREEN, REFLEX",,,2,,,,,,
"ANNA IFA SCREEN, REFLEX",4332,,"ANNA IgG Screen, IFA Reflex",ANIFSCRNRFLX,,,"ANNA IFA SCREEN, REFLEX",11088-2,,,,,,,,
ANNA TITER,7695,,ANNA Titer,ANNATITER,,,ANNA TITER,24400-4,,,,,,,,
ANNA WESTERN BLOT,7696,,ANNA Western Blot,ANWSTRNBLT,,,ANNA WESTERN BLOT,44769-8,,,,,,,,
"ANSERINE, CSF",11110,ANSRNECSF,"Anserine, CSF",ANSRNECSF,1,,"ANSERINE, CSF",26588-4,,,,,,umol/L,,
"ANSERINE, PLASMA",10051,ANSERINE,"Anserine, Plasma",ANSERINE,1,,"ANSERINE, PLASMA",26599-1,,,,,,umol/L,,
"ANSERINE, URINE",10065,ANSERINEU,"Anserine, Urine",ANSERINE,1,,"ANSERINE, URINE",28596-5,,,,,,umol/gcrt,,
ANTI A,3171,ANTIA,Anti A,ANTIA,1,,ANTI A,,,,,,,,,
ANTI A TITER IGG ISO,7263,ANTATRIGIS,Anti A Titer IgG ISO,ANTATRIGIS,1,,ANTI A TITER IGG ISO,50761-6,,,,,,,,
ANTI A TITER IGM ISO,7264,ANTATRIGMIS,Anti A Titer IgM ISO,ANTATRIGMIS,1,,ANTI A TITER IGM ISO,50762-4,,,,,,,,
ANTI B TITER IGG ISO,7265,ANTBTRIGIS,Anti B Titer IgG ISO,ANTBTRIGIS,1,,ANTI B TITER IGG ISO,50764-0,,,,,,,,
ANTI B TITER IGM ISO,7266,ANTBTRIGMIS,Anti B Titer IgM ISO,ANTBTRIGMIS,1,,ANTI B TITER IGM ISO,50763-2,,,,,,,,
ANTI GAD 65 ABS,14927,,Anti GAD 65 Abs,ANTGD65BS,,,ANTI GAD 65 ABS,56540-8,,,,,,,,
ANTI GD1A IGG TITER,13636,,Anti Gd1A Igg Titer,ANTIGD1AIGGT,,,ANTI GD1A IGG TITER,,,,,,,,,
ANTI GD1B IGG TITER,13638,,Anti Gd1B Igg Titer,ANTIGD1BIGGT,,,ANTI GD1B IGG TITER,,,,,,,,,
ANTI GD1B IGM TITER,13637,,Anti Gd1B Igm Titer,ANTIGD1BIGMT,,,ANTI GD1B IGM TITER,,,,,,,,,
ANTI GM1 IGG TITER,13635,,Anti Gm1 Igg Titer,ANTIGM1IGGTI,,,ANTI GM1 IGG TITER,,,,,,,,,
ANTI GM1 IGM TITER,14772,,Anti GM1 IgM Titer,ANTGM1GMTTR,,,ANTI GM1 IGM TITER,43241-9,,,,,,,,
ANTI HIV-1/HIV-2,3954,,HIV-1 / HIV-2 Combo Ab,HIV12AB,,,HIV-1 / HIV-2 COMBO ANTIBODIES,,,2,,,,,,
ANTI-AB,3172,ANTIAB,Anti-AB,ANTIAB,1,,ANTI-AB,,,,,,,,,
ANTI-ADALIMUMAB AB,14524,,Anti-Adalimumab Ab,ANTIADALIMUM,,,ANTI-ADALIMUMAB AB,74116-5,,,,,,ng/mL,,
ANTI-ASIALO GM1 (IGG)*,14251,,Anti-Asialo Gm1 (Igg),ANTIASIALOGM,,,ANTI-ASIALO GM1 (IGG),46969-2,,,,,,,,
ANTI-ASIALO GM1 IGG TITER,13634,,Anti-Asialo Gm1 Igg Titer,ANTIASIALOGM,,,ANTI-ASIALO GM1 IGG TITER,,,,,,,,,
ANTI-ASIALO GM1 IGM,14225,,Anti-Asialo Gm1 Igm,ANTIASIALOGM,,,ANTI-ASIALO GM1 IGM,43179-1,,,,,,,,
ANTI-ASIALO GM1 IGM TITER,13633,,Anti-Asialo Gm1 Igm Titer,ANTIASIALOGM,,,ANTI-ASIALO GM1 IGM TITER,,,,,,,,,
ANTI-B,3164,ANTIB,Anti-B,ANTIB,1,,ANTI-B,,,,,,,,,
"ANTI-C1Q ANTIBODY, IGG",9326,ANTC1QABIG,"Anti-C1q Ab, IgG",ANTC1QABIGE,1,,"ANTI-C1Q ANTIBODY, IGG",,,,,,,units,,
"ANTI-CARDIOLIPIN AB, IGA (RDL)",17123,,"Anti-Cardiolipin Ab, IgA (RDL)",ANTICARDABA,,,"ANTI-CARDIOLIPIN AB, IGA (RDL)",5076-5,,,,,,,,
"ANTI-CARDIOLIPIN AB, IGG (RDL)",17122,,"Anti-Cardiolipin Ab, IgG",ANTICARDAB,,,"ANTI-CARDIOLIPIN AB, IGG",3181-5,,,,,,,,
"ANTI-CARDIOLIPIN AB, IGM (RDL)",17124,,"Anti-Cardiolipin Ab, IgM (RDL)",ANTICARDABM,,,"ANTI-CARDIOLIPIN AB, IGM (RDL)",3182-3,,,,,,,,
ANTI-CARDIOLIPIN IGG ANTIBODY,1297,,Anti-Cardiolipin IgG Ab,,,,ANTI-CARDIOLIPIN IGG ANTIBODY,,,2,,,,GPL,,
ANTI-CARDIOLIPIN IGM ANTIBODY,1298,,Anti-Cardiolipin IgM Ab,,,,ANTI-CARDIOLIPIN IGM ANTIBODY,,,2,,,,MPL,,
ANTI-CARP AB,17912,,Anti-CarP Ab,ANTCARPAB,,,ANTI-CARP AB,66445-8,,,,,,,,
ANTI-CCP AB,15729,,Anti-CCP Ab,ANTICCPAB,,,ANTI-CCP AB,57093-7,,,,,,,,
ANTI-CENTROMERE AB (RDL),17116,,Anti-Centromere Ab (RDL),ANTICENTROME,,,ANTI CENTROMERE,5077-3,,,,,,,,
ANTI-CENTROMERE ANTIBODY,8882,,Anti-Centromere Ab,ANTICNTRMRAN,,,ANTI-CENTROMERE ANTIBODY,,,,,,,,,
ANTI-CENTROMERE BY IFA,9959,,Anti-Centromere by IFA,ANTICENTROME,,,ANTI-CENTROMERE BY IFA,5077-3,,,,,,,,
ANTI-CERTOLIZUMAB AB LEVEL,14683,,Anti-Certolizumab Ab Level,ANTICERTOLIZ,,,ANTI-CERTOLIZUMAB AB LEVEL,87405-7,,,,,,,,
"ANTI-CHROMATIN AB, IGG",15728,,"Anti-Chromatin Ab, IgG",ANTCHRMTNABI,,,"ANTI-CHROMATIN AB, IGG",32580-3,,,,,,,,
ANTI-CN-1A (NT5C1A) IBM (RDL),17845,,Anti-cN-1A (NT5c1A) IBM (RDL),ANTCN1AIBM,,,ANTI-CN-1A (NT5C1A) IBM (RDL),956562-4,,,,,,,,
ANTI-COMPLEMENT,13528,,Anti-Complement,DRCTCMBS,,,ANTI-COMPLEMENT,13946-9,,,,,,,,
ANTI-D,3173,ANTID,Anti-D,ANTID,1,,ANTI-D,,,,,,,,,
ANTI-DFS70 AB,17046,,Anti-DFS70 Ab,ANTDFS70AB,,,ANTI-DFS70 AB,95129-3,,,,,,,,
ANTI-DIURETIC HORMONE,639,,Anti-Diuretic Hormone,,,,ANTI-DIURETIC HORMONE,,,2,,,,,,
"ANTI-DNA ANTIBODY, SERUM (DOUBL",496,,"Anti-DNA Ab, Serum (Doubl",,,,"ANTI-DNA ANTIBODY, SERUM (DOUBL",,,2,,,,,,
ANTI-DNA DS AB,14322,,Anti-Dna Ds Ab,ANTIDNADSAB,,,ANTI-DNA DS AB,5130-0,,,,,,IU/mL,,
ANTI-DSDNA AB BY FARR (RDL),17117,,Anti-dsDNA Ab by Farr (RDL),ANTIDSDNAAB,,,ANTI-DSDNA AB BY FARR,47299-3,,,,,,,,
ANTI-DSDNA REFLEX,1368,,Anti-dsDNA Reflex,,,,ANTI-DSDNA REFLEX,,,2,,,,,,
ANTI-FIBRILLARIN (U3 RNP) ANTIBODY,8883,,Anti-Fibrillarin (U3 RNP) Ab,ANTIFBRLRNAB,,,ANTI-FIBRILLARIN (U3 RNP) ANTIBOD,,,,,,,,,
ANTI-FIBRILLARIN (U3 RNP) BY IPP,9954,,Anti-Fibrillarin (U3 RNP) by IPP,ANTIFIBU3RNP,,,ANTI-FIBRILLARIN (U3 RNP) BY IPP,49963-2,,,,,,,,
"ANTI-FODRIN AB, IGA",18080,,"Anti-Fodrin Ab, IgA",ANTFDRNABIGA,,,"ANTI-FODRIN AB, IGA",96918-8,,,,,,,,
"ANTI-FODRIN AB, IGG",18079,,"Anti-Fodrin Ab, IgG",ANTFDRNABIGG,,,"ANTI-FODRIN AB, IGG",96928-7,,,,,,,,
ANTI-GBM AB (RDL),12886,,Anti-GBM Ab (RDL),GBMAB,,,ANTI-GBM AB (RDL),31406-2,,,,,,,,
ANTI-GD1A (IGG)*,14037,,Anti-Gd1A (Igg),ANTIGD1AIGG,,,ANTI-GD1A (IGG),21283-7,,,,,,,,
ANTI-GD1A (IGM)*,14036,,Anti-Gd1A (Igm),ANTIGD1AIGM,,,ANTI-GD1A (IGM),21282-9,,,,,,,,
ANTI-GD1A IGM TITER,13632,,Anti-Gd1A Igm Titer,ANTIGD1AIGMT,,,ANTI-GD1A IGM TITER,,,,,,,,,
ANTI-GD1B (IGG)*,13914,,Anti-Gd1B (Igg),ANTIGD1BIGG,,,ANTI-GD1B (IGG),13662-2,,,,,,,,
ANTI-GD1B (IGM)*,13913,,Anti-Gd1B (Igm),ANTIGD1BIGM,,,ANTI-GD1B (IGM),13661-4,,,,,,,,
"ANTI-GLIAL NUCLEAR TYPE 1 ANTIBODIES, IFA",15571,,"Anti-glial nuclear type 1 Ab, IFA",AGNAAB,1,,"AGNA/SOX1 AB, IFA",,,,,,,,,
ANTI-GM1 (IGG)*,14231,,Anti-Gm1 (Igg),ANTIGM1IGG,,,ANTI-GM1 (IGG),43240-1,,,,,,,,
ANTI-GM1 (IGM)*,14232,,Anti-GM1 (IgM),ANTGM1GMTTR,,,ANTI-GM1 (IGM),43241-9,,,,,,,,
ANTI-GOLIMUMAB ANTIBODY,14685,,Anti-Golimumab Antibody,ANTIGOLIMUMA,,,ANTI-GOLIMUMAB ANTIBODY,87407-3,,,,,,,,
"ANTI-GP210 ANTIBODY, IGG",15818,NTGP210ABI,"Anti-gp210 Antibody, IgG",NTGP210ABIGG,1,,"ANTI-GP210 ANTIBODY, IGG",,,,,,,units,,
ANTI-HISTONE AB,16922,,Anti-Histone Ab,HISTONEAB,,,ANTI-HISTONE AB,43231-0,,,,,,,,
ANTI-HISTONE ABS,17926,,Anti-histone Abs,ANTHSTNAB,,,ANTI-HISTONE ABS,,,,,,,,,
ANTI-HMGCR AB,17705,,Anti-HMGCR Ab,ANTHMGCRAB,,,ANTI-HMGCR AB,95726-6,,,,,,,,
ANTI-HU AB,17925,,Anti-Hu Ab,ANTHUAB,,,ANTI-HU AB,49738-8,,,,,,,,
ANTI-HU ABS*,13921,,Anti-Hu Abs,ANTIHUABS,,,ANTI-HU ABS,13997-2,,,,,,,,
ANTI-IGA ANTIBODY,7548,ANTGAB,Anti-IgA Antibody,ANTGAB,1,,ANTI-IGA ANTIBODY,13312-4,,,,,,U/mL,,
ANTI-IGG,13868,,Anti-Igg,ANTIIGG,,,ANTI-IGG,1006-6,,,,,,,,
ANTI-INTERMYOFIBRILLAR,14596,,ANTI-INTERMYOFIBRILLAR,ANTIMYOFIBR,,,ANTI-INTERMYOFIBRILLAR,8097-8,,,,,,,,
ANTI-JO-1,13884,,Anti-JO-1,ANTIJO1,,,ANTI-JO-1,11565-9,,,,,,,,
ANTI-JO-1 AB (RDL),17846,,Anti-Jo-1 Ab (RDL),ANTIJO1AB,,,ANTI-JO-1 AB (RDL),11565-9,,,,,,,,
ANTI-LA (SS-B) AB (RDL),17119,,Anti-La (SS-B) Ab (RDL),ANTILASSBAB,,,ANTI-LA (SS-B) AB,45142-7,,,,,,,,
ANTI-LIVER/KIDNEY AB,18081,,Anti-Liver/Kidney Ab,ANTLVRKDNYAB,,,ANTI-LIVER/KIDNEY AB,32220-6,,,,,,,,
ANTI-MAG ABS WBLOT,13974,,Anti-Mag Abs Wblot,ANTIMAGABSWB,,,ANTI-MAG ABS WBLOT,17308-8,,,,,,,,
ANTI-MAG IGM AB,14039,,Anti-Mag Igm Ab,ANTIMAGIGMAB,,,ANTI-MAG IGM AB,21410-6,,,,,,,,
ANTI-MAG IGM INTERPRETATION,15907,,Anti-MAG IgM Interpretation,MAGIGMINTERP,,,ANTI-MAG IGM INTERPRETATION,50398-7,,,,,,,,
ANTI-MITOCHONDRIAL AB BY IFA,18083,,Anti-Mitochondrial Ab by IFA,ANTMTCHNDRLA,,,ANTI-MITOCHONDRIAL AB BY IFA,5247-2,,,,,,,,
ANTI-MITOCHONDRIAL M2 AB,16389,,Anti-Mitochondrial M2 Ab,ANTMITCHM2AB,,,ANTI-MITOCHONDRIAL M2 AB,,,,,,,,,
ANTI-MPO AB (RDL),16719,,Anti-MPO Ab (RDL),ANTMPRABRDL,,,ANTI-MPO AB (RDL),72515-0,,,,,,,,
ANTI-MPO ANTIBODIES,16665,,Anti-MPO Antibodies,MPOAB,,,ANTI-MPO ANTIBODIES,46266-3,,,,,,,,
ANTI-MULLERIAN HORMONE,7335,ANTMLRNHRM,Anti-Mullerian Hormone,ANTMLRNHRMN,1,,ANTI-MULLERIAN HORMONE,38476-8,,,,,,,,
ANTI-MULLERIAN HORMONE - EXTERNAL,18022,ANTMLRNHRM,Anti-Mullerian Hormone - External,ANTMLRNHRMN,,,ANTI-MULLERIAN HORMONE - EXTERNAL,,,,,,,ng/mL,,
ANTI-NEUTROPHIL ANTIBODY,4235,ANTNTRPHLA,Anti-Neutrophil Antibody,ANTNTRPHLAB,1,,ANTI-NEUTROPHIL ANTIBODY,41617-2,,,,,,,,
ANTI-NEUTROPHIL ANTIBODY,1386,,Anti-Neutrophil Ab,,,,ANTI-NEUTROPHIL ANTIBODY,,,2,,,,,,
"ANTI-NEUTROPHIL CYTO AB, IGG",1333,,"Anti- Neutrophil Cyto Ab, IgG",,,,"ANTI-NEUTROPHIL CYTO AB, IGG",,,2,,,,,,
"ANTI-NEUTROPHIL CYTOPLASMIC AB, IGG",3328,ANTNTRPHLC,"Anti-Neutrophil Cytoplasmic Ab, IgG",ANTNTRPHLCYT,1,,"ANTI-NEUTROPHIL CYTOPLASMIC AB, I",29967-7,,,,,,,,
ANTI-NUCLEAR AB (ANA) PATTERN BY IFA,9960,,ANA Pattern by IFA,ANAPATTERNIF,,,ANTI-NUCLEAR AB (ANA) PATTERN BY IFA,13068-2,,,,,,,,
ANTI-NUCLEAR AB (ANA) TITER BY IFA,9961,,ANA Titer by IFA,ANATITERIFA,,,ANTI-NUCLEAR AB (ANA) TITER BY IFA,5048-4,,,,,,,,
"ANTI-NUCLEAR AB (ANA), IGG BY ELISA",2946,ANTNCLRABA,"ANA, IgG by Elisa",ANTNCLRABANI,1,,"ANTI-NUCLEAR AB (ANA), IGG BY ELISA",29950-3,,,,,,,,
ANTI-NUCLEAR AB BY IFA (RDL),17114,,Anti-Nuclear Ab by IFA (RDL),ANAABBYIFA,,,ANTI-NUCLEAR AB BY IFA (RDL),42254-3,,,,,,,,
"ANTI-NUCLEAR AB, IGG BY ELISA",925,,"Anti-Nuclear Ab, IgG by Elisa",,,,"ANTI-NUCLEAR AB, IGG BY ELISA",,,2,,,,,,
"ANTI-NUCLEAR AB, IGG BY ELISA",2754,,"Anti-Nuclear Ab, IgG by Elisa",,,,"ANTI-NUCLEAR AB, IGG BY ELISA",,,2,,,,,,
ANTI-NUCLEAR ANTIBODY (ANA),8884,,ANA,ANTINCLRAB,,,ANTI-NUCLEAR ANTIBODY (ANA),,,,,,,,,
"ANTI-NUCLEAR ANTIBODY (ANA), IGG BY IFA",3255,,"ANA, IgG by IFA",ANAIGG,,,"ANTI-NUCLEAR ANTIBODY (ANA), IGG BY IFA",,,,,,,,,
ANTI-NXP-2 (P140) AB,16917,,Anti-NXP-2 (P140) Ab,NXP2AB,,,ANTI-NXP-2 (P140) AB,82425-0,,,,,,,,
ANTI-PLATELET ANTIBODY IGG,498,,"Anti-Platelet Ab, IgG",,,,ANTI-PLATELET ANTIBODY IGG,,,2,,,,,,
ANTI-PM/SCL ANTIBODY,8885,,Anti-Pm/Scl Ab,ANTIPMSCLAB,,,ANTI-PM/SCL ANTIBODY,,,,,,,,,
ANTI-PM/SCL BY EIA,9956,,Anti-PM/Scl by EIA,ANTIPMSCLEIA,,,ANTI-PM/SCL BY EIA,72724-8,,,,,,,,
ANTI-PM/SCL-100 AB,17495,,Anti-PM/Scl-100 Ab,PMSCLAB,,,ANTI-PM/SCL-100 AB,101221-0,,,,,,,,
ANTI-PM/SCL-100 AB,16919,,Anti-PM/Scl-100 Ab,PMSCLAB,,,ANTI-PM/SCL-100 AB,31562-2,,,,,,,,
ANTI-PM/SCL-75 AB (RDL),15636,,Anti-PM/Scl-75 Ab (RDL),ANTPMSCL75AB,,,ANTI-PM/SCL-75 AB (RDL),88736-4,,,,,,,,
ANTI-PR-3 AB (RDL),16718,,Anti-PR-3 Ab (RDL),ANTPR3ABRDL,,,ANTI-PR-3 AB (RDL),63311-5,,,,,,,,
ANTI-RI AB,17924,,Anti-Ri Ab,ANTRIAB,,,ANTI-RI AB,43187-4,,,,,,,,
ANTI-RNA POLYMERASE III (RDL),17004,,Anti-RNA Polymerase III (RDL),ANTIRNAPLMRS,,,ANTI-RNA POLYMERASE III (RDL),79182-2,,,,,,,,
"ANTI-RNA POLYMERASE III ANTIBODY, IGG",8886,,"Anti-RNA Polymerase III, Ab",ANTRNAPLYMR3,,,"ANTI-RNA POLYMERASE III ANTIBODY, ",,,,,,,,,
"ANTI-RNA POLYMERASE III, IGG BY EIA",9955,,"Anti-RNA Polymerase III, IgG by EIA",ANTIRNAPOLY3,,,"ANTI-RNA POLYMERASE III, IGG BY EIA",63329-7,,,,,,,,
ANTI-RO (SS-A) AB,17115,,Anti-Ro (SS-A) Ab (RDL),ANTIROSSAAB,,,ANTI-RO (SS-A) AB,33569-5,,,,,,,,
"ANTI-SAE1 AB, IGG",16918,,"Anti-SAE1 Ab, IgG",SAE1ABIGG,,,"ANTI-SAE1 AB, IGG",82992-9,,,,,,,,
ANTI-SARCOLEMMA,14338,,Anti-Sarcolemma,ANTISARCOLEM,,,ANTI-SARCOLEMMA,5251-4,,,,,,,,
ANTI-SCL-70 (ANTI-TOPOISOMERASE I) AB,8887,,"Anti-Scl-70, EIA",ANTISCL70AB,,,ANTI-SCL-70 (ANTI-TOPOISOMERASE I,26975-3,,,,,,,,
ANTI-SCL-70 AB (RDL),17120,,Anti-Scl-70 Ab (RDL),ANTISCL70AB,,,ANTI-SCL-70 AB (RDL),26975-3,,,,,,,,
ANTI-SM AB (RDL),17118,,Anti-Sm Ab (RDL),ANITSMAB,,,ANTI-SM AB (RDL),11090-8,,,,,,,,
ANTI-SMOOTH MUSCLE AB BY IFA,16390,,Anti-Smooth Muscle Ab by IFA,ANTSMTHMSCAB,,,ANTI-SMOOTH MUSCLE AB BY IFA,,,,,,,,,
ANTI-SOLUBLE LIVER AG AB,18082,,Anti-Soluble Liver Ag Ab,ANTSLBLLVRAB,,,ANTI-SOLUBLE LIVER AG AB,12734-0,,,,,,,,
"ANTI-SP100 ANTIBODY, IGG",15819,NTSP100ABI,"Anti-sp100 Antibody, IgG",NTSP100ABIGG,1,,"ANTI-SP100 ANTIBODY, IGG",,,,,,,units,,
"ANTI-SS-A 52KD AB, IGG",16920,,"Anti-SS-A 52kD Ab, IgG",SSA52KDAB,,,"ANTI-SS-A 52KD AB, IGG",70257-1,,,,,,,,
ANTI-TH/TO ANTIBODY,8888,,Anti-Th/To Ab,ANTITHTOAB,,,ANTI-TH/TO ANTIBODY,,,,,,,,,
ANTI-TH/TO BY IPP,9957,,Anti-Th/To by IPP,ANTITHTOIPP,,,ANTI-TH/TO BY IPP,72314-8,,,,,,,,
ANTI-THROMBIN III ASSAY,507,,Antithrombin III Assay,,,,ANTI-THROMBIN III ASSAY,,,2,,,,,,
ANTI-THYROGLOBULIN IGG,7689,,Anti-Thyrog IgG,ANTHYRGLBLNI,,,ANTI-THYROGLOBULIN IGG,,,,,,,,,
ANTI-THYROID MICROSOMAL ANTIBO,510,,Anti-Thyroid Microsomal Ab,,,,ANTI-THYROID MICROSOMAL ANTIBO,,,2,,,,,,
ANTI-THYROID PEROXIDASE IGG,7690,,Anti-Thyroid Peroxidase IgG,ANTHYRDPRXDS,,,ANTI-THYROID PEROXIDASE IGG,,,,,,,,,
ANTI-TIF-1GAMMA AB,16916,,Anti-TIF-1gamma Ab,TIF1GAMMAAB,,,ANTI-TIF-1GAMMA AB,88739-8,,,,,,,,
ANTI-TPO AB (RDL),17127,,Anti-TPO Ab (RDL),ANTITPOAB,,,ANTI-TPO AB (RDL),8099-4,,,,,,,,
ANTI-U1 RNP AB ,16921,,Anti-U1 RNP Ab,U1RNPAB,,,ANTI-U1 RNP AB,57662-9,,,,,,,,
ANTI-U1 RNP AB (RDL),15766,,ANTI-U1 RNP AB,U1RNPAB,,,ANTI-U1 RNP AB (RDL),53022-0,,,,,,,,
ANTI-U1 RNP ANTIBODY,8889,,Anti-U1 RNP Ab,ANTIU1RNPAB,,,ANTI-U1 RNP ANTIBODY,,,,,,,,,
ANTI-U1 RNP BY EIA,9958,,Anti-U1 RNP by EIA,ANTIU1RNPEIA,,,ANTI-U1 RNP BY EIA,57662-9,,,,,,,,
ANTI-USTEKINUMAB ANTIBODY,14691,,Anti-Ustekinumab Antibody,ANTIUSTEKINU,,,ANTI-USTEKINUMAB ANTIBODY,88992-3,,,,,,,,
ANTI-VEDOLIZUMAB ANTIBODY,14680,,Anti-Vedolizumab Antibody,ANTIVEDOLIZU,,,ANTI-VEDOLIZUMAB ANTIBODY,86899-2,,,,,,,,
ANTI-XA-FONDAPARINUX,14529,,Anti-Xa-Fondaparinux,ANTIXAFONDAP,,,ANTI-XA-FONDAPARINUX,74217-1,,,,,,,,
ANTIBIOTIC,551,,Antibiotic,,,,ANTIBIOTIC,,,2,,,,,,
"ANTIBIOTIC LEVEL, 5-FLUOROCYTOSINE",4894,ANTBTCLVL5,"5-Fluorocytosine, Antifungal",ANTBTCLVL5FL,1,,"ANTIBIOTIC LEVEL, 5-FLUOROCYTOSINE",3639-2,,,,,,ug/mL,,
"ANTIBIOTIC LEVEL, AZTREONAM",4895,AZTREONAM,"Aztreonam, Antibiotic Level",ANTBTCLVLAZT,1,,"ANTIBIOTIC LEVEL, AZTREONAM",3369-6,,,,,,ug/mL,,
"ANTIBIOTIC LEVEL, CEFTAZADIME",7831,CEFTAZADIM,"Ceftazadime, Antibiotic Level",ANTBTCLVLCFT,1,,"ANTIBIOTIC LEVEL, CEFTAZADIME",3449-6,,,,,,ug/mL,,
"ANTIBIOTIC LEVEL, MEROPENEN",4896,MEROPENEN,"Meropenem, Antibiotic Level",ANTBTCLVLMRP,1,,"ANTIBIOTIC LEVEL, MEROPENEN",41406-0,,,,,,ug/mL,,
"ANTIBIOTIC LEVEL, NAFCILLIN",4897,NAFCILLIN,"Nafcillin, Antibiotic Level",ANTBTCLVLNFC,1,,"ANTIBIOTIC LEVEL, NAFCILLIN",10993-4,,,,,,ug/mL,,
"ANTIBIOTIC LEVEL, PIPERACILLIN",4898,PIPERACILL,"Piperacillin, Antibiotic Level",ANTBTCLVLPRC,1,,"ANTIBIOTIC LEVEL, PIPERACILLIN",3972-7,,,,,,ug/mL,,
"ANTIBIOTIC LEVEL, TICARCILLIN",4899,ANTBTCLVLT,"Antibiotic Level, Ticarcillin",ANTBTCLVLTCR,1,,"ANTIBIOTIC LEVEL, TICARCILLIN",4054-3,,,,,,ug/mL,,
ANTIBODIES PERF PNH,13708,,Antibodies Perf Pnh,ANTIBODIESPE,,,ANTIBODIES PERF PNH,,,,,,,,,
ANTIBODIES TO ADALIMUMAB QUANTITATION - EXTERNAL,15773,ABSADALIMQN,Antibodies to Adalimumab Quantitation - External,ABSADALIMQN,,,ANTIBODIES TO ADALIMUMAB QUANTITATION - EXTERNAL,,,,,,,ng/mL,,
ANTIBODIES TO INFLIXIMAB QUANTITATION  - EXTERNAL,15764,AB2INFLIXQNT,Antibodies to Infliximab Quantitation - External,AB2INFLIXQNT,,,ANTIBODIES TO INFLIXIMAB QUANTITATION - EXTERNAL,,,,,,,ng/mL,,
ANTIBODY 2 TITER,2460,,Antibody Titer 2,,,,ANTIBODY 2 TITER,,,2,,,,,,
"ANTIBODY DETECTION, RBC",2124,,"Antibody Detection, RBC",,,,"ANTIBODY DETECTION, RBC",14575-5,,2,,,,,,
"ANTIBODY DETECTION, RBC",4047,ABDTCTNRBC,"Antibody Detection, RBC",ABDTCTNRBC,1,,"ANTIBODY DETECTION, RBC",14575-5,,,,,,,,
ANTIBODY ELUTED,423,,Antibody Eluted,,,,ANTIBODY ELUTED,,,2,,,,,,
ANTIBODY ID PANEL-LISS (IRL),2623,,Antibody ID Panel-LISS (IRL),,,,ANTIBODY ID PANEL-LISS (IRL),,,2,,,,,,
ANTIBODY IDENT (FOR PAT,216,,Antibody ID (for Patient),,,,ANTIBODY IDENT (FOR PAT,,,2,,,,,,
